-146;-66;Rome;Italie du Sud,Italie Centre,Sicile,Catalogne,Espagne,Portugal,France du Sud,Grece,Macedoine,Croatie,Slovenien,Bosnie,Albanie;Cite Etat;none;latin
-66;-51;Empire Romain;Italie du Sud,Italie Centre,Sicile,Catalogne,Espagne,Portugal,France du Sud,Grece,Macedoine,Croatie,Slovenien,Bosnie,Albanie,Turquie;Empire;none;latin
-51;-27;Empire Romain;France Ouest,France Est,Suisse,Belgique,Italie du Sud,Italie Centre,Sicile,Catalogne,Espagne,Portugal,France du Sud,Grece,Macedoine,Croatie,Slovenien,Bosnie,Albanie,Turquie;Empire;none;latin
-27;14;Empire Romain;Autriche,Serbie,Bulgarie,France Ouest,France Est,Suisse,Belgique,Italie du Sud,Italie Centre,Sicile,Catalogne,Espagne,Portugal,France du Sud,Grece,Macedoine,Croatie,Slovenien,Bosnie,Albanie,Turquie;Empire;none;latin
1;220;Empire Goth;Pologne,Lituanie,Russie2,Suede du Nord,Bielorussie,Ukraine,Slovaquie,Roumanie,Bulgarie;Tribale;none;Goths
14;330;Empire Romain;Roumanie,Hongrie,Pays de Galles,Angleterre,Autriche,Serbie,Bulgarie,France Ouest,France Est,Suisse,Belgique,Italie du Sud,Italie Centre,Sicile,Catalogne,Espagne,Portugal,France du Sud,Grece,Macedoine,Croatie,Slovenien,Bosnie,Albanie,Turquie;Empire;60000000;latin
50;254;Sicambres;Belgique;royaute;none;Francs ancien
50;436;Burgondes;Rep Techque;Royauté;none;Goths
50;551;Lombards;Slovaquie;federe romain;none;Goths
120;400;Vandales;Rep Techque;tribale;none;germain
213;496;Alamans;Suisse;tribale;none;Goths
220;376;Empire Goth;Pologne,Lituanie,Russie2,Suede du Nord,Bielorussie,Ukraine,Slovaquie,Roumanie,Bulgarie,Croatie,Slovenie,Bosnie,Kosovo,Albanie,Serbie;Tribale;none;Goths
226;375;Alains;Russie du Sud;tribale;none;Ossete
254;440;Francs;Belgique,France Est,France Ouest;tribale;none;Francs
269;476;Empire Romain d'Orient;Roumanie,Serbie,Bulgarie,Grece,Macedoine,Croatie,Slovenien,Bosnie,Albanie,Turquie;Empire;30000000;latin
330;450;Empire Huns;Russie du Sud,Russie du Nord,Ukraine,Pologne,Allemagne Ouest,Allemangne Est,Rep Techque,Lituanie,Bielorussie,Russie2,Slovaquie,Hongrie;Empire tribale;none;Turco germain
330;476;Empire Romain d'Occident;Hongrie,Pays de Galles,Angleterre,Autriche,France Ouest,France Est,Suisse,Belgique,Italie du Sud,Italie Centre,Sicile,Catalogne,Espagne,Portugal,France du Sud;Empire;30000000;latin
375;408;Royaume Wisigoth;Croatie,Slovenie,Bosnie,Kosovo,Albanie,Serbie;Royauté;none;Goths
376;488;Royaume Ostrogoth;Croatie,Slovenie,Bosnie,Kosovo,Albanie,Serbie;Royauté;none;Goths
408;533;Vandales;Sicile;Royaute;none;germain
410;552;Royaume Ostrogoth;Italie du Nord,Italie Centre,Italie du Sud,Autriche,Slovenie,Croatie;Royauté;1000000;Goths
414;507;Royaume Wisigoth;France du Sud,Catalogne;Royauté;none;Goths
418;1453;Empire Byzantins;Roumanie,Serbie,Bulgarie,Grece,Macedoine,Croatie,Slovenien,Bosnie,Albanie,Turquie;Empire;19000000;latin
439;1785;Empire Byzantin;Italie du Sud,Italie du Nord,Italie Centre;Empire;18;le latin, grec medieval
476;553;Ostrogoth;Allemagne Ouest,Allemagne Est;Royaume;6,2;langue gothique
480;1000;Royaume de clovis;Allemagne Ouest,Allemagne Est;Royaume;3;Le ch'ti
481;720;Wisigoth;Allemagne Ouest,Allemagne Est;Royaume;3,6;langue gothique
488;511;Royaume des Francs;Allemagne Ouest,Allemagne Est,Pays de Galles;Royaume;2;Gaulois, gallo-roman, francique et latin
490;800;pays basque;Espagne;Communaut� autonome;3;le basque ou euskara
493;1400;Royaume brittonique;Angleterre;Royaume;0,8;anglais
500;584;sueve;Norvege;Royaume;0,6;suedois
502;843;Royaume de bourgogne;France Est,France du Sud,France Ouest,Belgique;Royaume;0,3;francais
510;670;Gepides;Allemagne Ouest,Allemagne Est;groupe ethnolinguistique;0,2;langue Gothique
515;515;jutes;Allemagne Ouest,Allemagne Est;mercenaires;0,03;Le jute
515;950;Scots;Irlande;pirates et aventuriers irlandais;0,02;Le scots
515;1300;Pictes;Ecosse;conf�d�ration;0,1;Le picte
515;1400;Irish;Irlande;Royaume;0,2;irlandais
515;1400;Bretagne;Bretagne;liberal;0,1;francais, breton
515;1788;pays Baltes;Estonie,Lettonie,Lituanie;constitutionnel pr�sidentiel;0,1;Lituanien, letton
515;1788;finns;Finlande du Sud,Finlande du Nord;r�gime semi-pr�sidentiel;0,01;langue finnoise
515;1900;Anglos-saxons;Angleterre;Democratie;0,1;anglais
516;1788;kent;Angleterre;comte;0,08;Le kentien(vieil anglais) ou kentique(anglais moderne)
519;532;bernicie;Angleterre;Royaume;0,03;anglais
532;1788;Mercie;Angleterre;Royaume;0,04;anglais
532;1788;Midland;Angleterre;Royaume;0,5;anglais
534;927;Wessex;Angleterre;Royaume;0,2;anglais
550;1788;Huns;Espagne,Portugal,Irlande Nord,Irlande,Pays-bas,Allemagne Ouest,Allemagne Est,Croatie,Grece,Finlande du Sud,Finlande du Nord,Suede du Sud,Suede du Nord,Norvege du Nord,Norvege du Nord;Peuple nomade ;0,1;langue turque
550;1788;Magyars;Hongrie;Peuple nomade originaire du centre nord de la russie;0,06;Hongrois
550;1788;scandinavie;Danemark,Norvege,Suede;politique expansionniste;10;le danois, norv�gien, suedois, L�islandais et le feroien, 
560;1788;Suede;Suede;Royaume;8;suedois
560;1788;royaume du Danemark;Danemark;Royaume;2;Le danois
568;1498;Italie medievale;Italie;villes-�tats;2;italien
570;1788;Germains lombards;Allemagne Ouest,Allemagne Est;Royaume;1;Le lombard
582;1788;Balkans;Albanie;Democratie;30;albanais, grec
600;1788;Kiptchaks;Russie2,pologne;nomade turcophone;0,1;langue turque
600;1788;Bulgarie;Bulgarie;parlementaire;0,1;Bulgare
681;1788;peuple serbes;Serbie;Democratie;0,03;serbe
700;1200;Grece medievale;grece;Empire;0,5;grec
720;800;Avars;Mongolie,Russie2;cavaliers nomades;10;L'avar
720;864;Khanat bulgare du Danube;Bulgarie;Etat;0,5;Bulgare
720;1788;peuple indo-europeen;Rome;absence d'unit� politique;21;albanais, armenien
720;1788;Serbie;Serbie;Republique;21,03;Serbe
795;1492;France;France Est,France du Sud,France Ouest;royaume de France;20;francais
843;1788;Pays de galle;Ecosse;royaume, seigneuries;10;gallois, anglais
870;1788;Ecosse;Ecosse;d�mocratie parlementaire;3;anglais, ecossais
872;1169;Irlande;Irlande;Republique;0,2;irlandais
900;1034;viking;Normandie;chefferie;0,3;le vieux norrois
927;1397;Royaume de la Norv�ge;Norvege;Royaume;0,1;Norvegien
980;1337;comtes d'Anjou;France Est,France du Sud,France Ouest;Royaume;0,7;ancien francais, latin
1000;1788;comtes d'Anjou;France Est,France du Sud,France Ouest;duche;1;ancien francais, latin
1001;1453;Maine;France Est,France du Sud,France Ouest;comte;0,6;francais
1035;1589; Armagnacs;France Est,France du Sud,France Ouest;dynastie;0,2;francais
1139;1589;Bourguignon;France Est,France du Sud,France Ouest;dynastie;0,1;francais
1328;1453;Angleterre anglo-saxonne;Bretagne;Monarchie;0,1;anglais
1328;1788;peuples germaniques;Allemagne;regime feodal;1;Langues germaniques
1337;1453;France;France Est,France du Sud,France Ouest;Monarchie;0,2;francais
1337;1453;Aragon;Espagne;Royaume;0,4;le castillan
1350;1788;Melilla;Espagne;regime democratique parlementaire;0,5;le castillan
1350;1788;royaume de Portugal;Portugal;regime democratique parlementaire;0,7;Portugais
1626;1788;Nouvelle-Amsterdam;Estonie;Monarchie parlementaire;0,9;neerlandais
1626;1788;Pays-Bas;Pays-bas;puissances f�odales;0,1;francais, anglais, allemand, espagnol
1789;1795;Commonwealth lituanien;Suisse;R�publique f�d�rale aristocratique;4;Polonais
1789;1798;Suisse;Estonie,Lituanie,Lettonie,Ukraine;�tat f�d�rale;2;Suisse allemand
1789;1801;Grande Bretagne;Angleterre,Ecosse,Pays de Galles,Irlande,Irlande Nord;Monarchie;18;Anglais
1789;1803;France;France Est,France Ouest,France du Sud;R�publique;34;Fran�ais
1789;1805;Hongrie;Hongrie,Roumanie,Serbie;Empire;none;Allemand
1789;1805;Naples;Italie Centre,Italie du Sud,;Royaume;6;Italien
1789;1814;Danemark-Norvege;Danemark;none;2;Danois
1789;1865;Prusse;Allemagne Est,Allemagne Ouest,Rep Techque,Pologne,Belgique;Royaume;17;Prussien
1789;1908;Empire Ottoman;Turquie,Bulgarie,Bosnie;Empire;27;Turc Ottoman
1789;1914;Espagne;Espagne;Monarchie constitutionnelle;17;Espagnole
1789;1914;Portugal;Portugal;R�publique constitutionnelle;5;Portugais
1789;1914;Empire Russe;Russie du Nord,Russie du Sud;Monarchie absolue;150;Pusse
1801;1914;Royaume-Uni;Angleterre,Ecosse,Pays de Galles;Monarchie ;40;Anglais
1804;1814;Empire Francais;France Est,France Ouest,France du Sud;Empire;40;Fran�ais
1805;1867;Empire Autrichien;Autriche,Hongrie,Slovenie,Slovaquie,Croatie,Bosnie;Empire;35;Allemand
1814;1914;Pays-Bas;Pays-bas;Royaume;4;N�erlandais
1815;1852;France;France Est,France Ouest,France du Sud;Monarchie constitutionnelle;34;Fran�ais
1815;1891;Norvege-Suede;Suede du Sud, Suede du Nord,Norvege du Nord,Norvege du Sud;Union personnelle;6;none
1815;1914;Suisse;Suisse;�tat f�d�rale;3;Suisse allemand
1817;1914;Serbie;Serbie;Principaut�;2;Serbe
1830;1914;Grece;Grece;Monarchies;2;Grec
1830;1914;Belgique;Belgique;Royaume;6;N�erlandais
1852;1914;France;France Est,France Ouest,France du Sud;R�publique;41;Fran�ais
1853;1870;Empire Francais;France Est,France Ouest,France du Sud;Empire;37;Fran�ais
1861;1914;Italie;Italie Centre,Italie du Sud,Italie du Nord;Monarchie constitutionnelle;34;Italien
1866;1870;Confederation de l'Allemagne du nord;Allemagne Est,Allemagne Ouest;Alliance militaire;22;Allemand
1867;1914;Roumanie;Roumanie;Monarchie constitutionnelle;5;Roumain
1868;1914;Autriche-Hongrie;Autriche,Hongrie,Rep Techque,Slovenie,Slovaquie,Croatie;Empire;40;Allemand
1871;1914;Allemagne;Allemagne Ouest,Allemagne Est;Empire;64;Allemand
1878;1914;Bulgarie;Bulgarie;Principaut�;none;Bulgare
1879;1914;Bosnie;Bosnie;none;none;Bosnien
1915;1918;Autriche-Hongrie;Autriche,Hongrie,Rep Techque,Slovenie,Slovaquie,Croatie,Bosnie;Empire;52;Allemand
1915;1918;Empire Russe;Russie du Nord,Russie du Sud,Ukraine,Estonie,Bielorussie,Lituanie,Lettonie;Empire;160;Russe
1915;1923;Empire Ottoman;Turquie,Bulgarie,Grece,Bosnie;Empire;15;Turc Ottoman
1915;1940;Estonie;Estonie;R�publique;none;Estonien
1915;1940;Lituanie;Lituanie;R�publique;none;Lituanien
1915;1945;France;France Est,France Ouest,France du Sud;R�publique;40;Fran�ais
1915;1945;Allemagne;Allemagne Est,Allemagne Ouest;R�publique/Empire;80;Allemand
1915;1945;Royaume-Uni;Angleterre,Ecosse,Pays de Galles;Monarchie;45;Anglais
1915;1945;Belgique;Belgique;Royaume;8;N�erlandais
1915;1945;Espagne;Espagne,Catalogne;Monarchie;25;Espagnole
1915;1945;Portugal;Portugal;D�mocratie;8;Portugais
1915;1945;Italie;Italie Centre,Italie du Sud,Italie du Nord;Dictature;44;Italien
1915;1945;Belgique;Belgique;Royaume;8;N�erlandais
1915;1945;Norvege;Norvege du Nord,Norvege du Sud;Royaume;3;Norv�gien
1915;1945;Suede;Suede du Sud, Suede du Nord;Royaume;6;Su�dois
1915;1945;Finlande;Finlande du Sud,Finlande du Nord;D�mocratie;3;Finnois
1915;1945;Roumanie;Roumanie;Monarchie;15;Roumain
1915;1945;Suisse;Suisse;Conf�d�ration;4;Suisse allemand
1915;1945;Ireland;Irlande Nord,Irlande;R�publique;3;Anglais
1915;1945;Bulgarie;Bulgarie;R�publique;6;Bulgare
1915;1945;Grece;Grece;R�publique/D�mocratie;6;Grec
1915;1945;Pologne;Pologne;R�publique;25;Polonais
1918;1922;Russie;Russie du Nord,Russie du Sud;�tat r�volutionnaire;143;Russe
1919;1938;Tchecoslovaquie;Rep Techque;R�publique;13;Tc�que
1919;1938;Autriche;Autriche,Hongrie,Slovenie,Slovaquie,Croatie;R�publique;6;Allemand
1919;1941;Yougoslavie;Serbie;Monarchie;15;Serbe
1922;1945;URSS;Russie du Nord,Russie du Sud;�tat f�d�ral;180;Russe
1946;1990;Allemagne de l'est;Allemagne Est;R�publique D�mocratique;17;Allemand
1946;1990;Allemagne de l'ouest;Allemagne Ouest;R�publique f�d�rale;60;Allemand
1946;1990;Espagne;Espagne,Catalogne;Monarchie;39;Espagnole
1946;1990;Portugal;Portugal;R�publique;10;Portugais
1946;1990;Belgique;Belgique;Monarchie constitutionnelle parlementaire f�d�rale;10;Belgique
1946;1990;France;France Est,France Ouest,France du Sud;R�publique constitutionnelle;57;Fran�ais
1946;1990;Italie;Italie Centre,Italie du Sud,Italie du Nord;R�publique parlementaire;57;Italien
1946;1990;Royaume-Uni;Angleterre,Ecosse,Pays de Galles;Monarchie constitutionnelle;57;Anglais
1946;1990;Pologne;Pologne;R�publique;38;Polonais
1946;1990;Ireland;Irlande Nord,Irlande;R�publique;8;Anglais
1946;1990;Gr�ce;Grece;Dictature;10;Grec
1946;1990;Bulgarie;Bulgarie;R�gime parlementaire;7;Bulgare
1946;1990;Roumanie;Roumanie;R�publique;21;Roumain
1946;1990;Yougoslavie;Serbie;R�publique;23;Serbo-croate
1946;1990;Albanie;Albanie;R�publique;2;Albanais
1946;1990;Hongrie;Hongrie;R�publique;11;Hongrois
1946;1990;Suisse;Suisse;�tat f�d�ral;6;Suisse allemand
1946;1990;Pays-Bas;Pays-bas;Monarchie constitutionnelle;15;N�erlandais
1946;1990;Danemark;Danemark;Monarchie constitutionnelle;4;Danois
1946;1990;Tch�coslovaquie;Rep Techque;�tat communiste;15;Tch�que
1946;1990;URSS;Russie du Nord,Russie du Sud;Etat f�d�rale;281;Russe
1946;1990;Su�de;Suede du Sud, Suede du Nord;Monarchie constitutionnelle;8;Suedois
1946;1990;Norv�ge;Norvege du Nord,Norvege du Sud;Monarchie constitutionnelle;4;Norv�gien
1946;1990;Finlande;Finlande du Sud,Finlande du Nord;R�publique parlementaire;4;Finlandais
1955;1990;Autriche;Autriche;R�publique;7;Allemand
1991;2003;Yougoslavie;Serbie;Etat f�d�rale;23;Serbo-croate
1991;2020;Espagne;Espagne,Catalogne;Monarchie;46;Espagnole
1991;2020;Portugal;Portugal;R�publique;11;Portugais
1991;2020;Belgique;Belgique;Monarchie constitutionnelle parlementaire f�d�rale;11;N�erlandais
1991;2020;France;France Est,France Ouest,France du Sud;R�publique constitutionnelle;65;Fran�ais
1991;2020;Royaume-Uni;Angleterre,Ecosse,Pays de Galles;Monarchie constitutionnelle;62;Anglais
1991;2020;Pays-Bas;Pays-bas;Monarchie constitutionnelle;17;N�erlandais
1991;2020;Suisse;Suisse;�tat f�d�ral;8;Suisse allemand
1991;2020;Italie;Italie du Sud,Italie du Nord,Italie Centre;R�publique parlementaire;59;Italiens
1991;2020;Allemagne;Allemagne Ouest,Allemagne Est;R�publique constitutionnelle;82;Allemand
1991;2020;Pologne;Pologne;R�publique semi-pr�sidentielle;38;Polonais
1991;2020;R�publique Tch�que;Rep Techque;R�publique parlementaire;10;Tch�que
1991;2020;Ireland;Irlande Nord,Irlande;R�publique;4;Anglais
1991;2020;Danemark;Danemark;Monarchie constitutionnelle;5;Danois
1991;2020;Autriche;Autriche;R�publique semi-parlementaire;8;Allemand
1991;2020;Slovaquie;Slovaquie;R�publique parlementaire;5;Roumain
1991;2020;Slov�nie;Slovenie;R�publique parlementaire;2;Slov�ne
1991;2020;Croatie;Croatie;R�publique parlementaire;4;Croate
1991;2020;Bosnie;Bosnie;R�publique f�d�rale;3;Bosnien
1991;2020;Hongrie;Hongrie;R�publique;10;Hongrois
1991;2020;Albanie;Albanie;R�publique;3;Albanais
1991;2020;Mac�doine du nord;Macedoine;R�publique parlementaire;2;Macedoniens
1991;2020;Gr�ce;Grece;R�publique parlementaire;11;Grec
1991;2020;Bulgarie;Bulgarie;R�publique parlementaire;7;Bulgare
1991;2020;Roumanie;Roumanie;R�publique semi-pr�sidentielle;20;Roumain
1991;2020;Ukraine;Ukraine;R�publique parlementaire;45;Ukrainien
1991;2020;Moldavie;Turquie;R�publique parlementaire;3;Roumain
1991;2020;Bi�lorussie;Bielorussie;R�publique pr�sidentielle;10;Bi�lorusse
1991;2020;Lettonie;Lettonie;R�publique parlementaire;2;Letton
1991;2020;Lituanie;Lituanie;R�publique parlementaire;2;Lituanien
1991;2020;Estonie;Estonie;R�publique parlementaire;1;Estonien
1991;2020;Russie;Russie du Nord,Russie du Sud;R�publique f�d�rale;145;Russe
1991;2020;Norv�ge;Norvege du Nord,Norvege du Sud;Monarchie constitutionnelle;5;Norvegien
1991;2020;Su�de;Suede du Sud, Suede du Nord;Monarchie constitutionnelle;9;Suedois
1991;2020;Finlande;Finlande du Sud,Finlande du Nord;R�publique parlementaire;5;Finlangais
2004;2020;Serbie;Serbie;R�publique parlementaire;10;Serbe
